순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
"191","고전","초판본 데미안","249433813","9791164453115","03850","헤르만 헤세 지음, 이순학 옮김","더스토리","20200820","2,990","2,700","140점","2831","소설/시/희곡"
"192","고전","페다고지","169322095","9788976824585","03370","파울루 프레이리 지음, 남경태 옮김","그린비","20180930","15,000","14,250","450점","2816","사회과학"
"193","고전","악령 1","274367485","9788937463846","04800","표도르 도스토옙스키 지음, 김연경 옮김","민음사","20210625","13,000","11,700","650점","2786","소설/시/희곡"
"194","고전","카라마조프 씨네 형제들 2 (모노 에디션, 알라딘 특별판)","346139408","9788932924649","04890","표도르 도스토옙스키 지음, 이대우 옮김","열린책들","20240925","8,800","7,920","440점","2610","소설/시/희곡"
"195","고전","안나 카레니나 2 (모노 에디션)","337249782","9788932923970","04890","레프 니콜라예비치 톨스토이 지음, 이명현 옮김","열린책들","20240405","8,800","7,920","440점","2491","소설/시/희곡"
"196","고전","하드리아누스 황제의 회상록 1","3012063","9788937461958","04800","마르그리트 유르스나르 지음, 곽광수 옮김","민음사","20081226","11,000","9,900","550점","2458","소설/시/희곡"
"197","고전","하드리아누스 황제의 회상록 2","3012123","9788937461965","04800","마르그리트 유르스나르 지음, 곽광수 옮김","민음사","20081226","14,000","12,600","700점","2319","소설/시/희곡"
"198","고전","단테의 신곡 - 상","281659919","9788932118024","04230","단테 알리기에리 지음, 최민순 옮김","가톨릭출판사","20211121","22,000","19,800","1,100점","2045","종교/역학"
"199","고전","맥베스 (리커버 특별판)","314211008","9788937416828","04840","윌리엄 셰익스피어 지음, 최종철 옮김","민음사","20211210","9,000","8,100","450점","2023","소설/시/희곡"
"200","고전","단테의 신곡 - 하","281662717","9788932118031","04230","단테 알리기에리 지음, 최민순 옮김","가톨릭출판사","20211121","22,000","19,800","1,100점","1802","종교/역학"
"201","고전","1984","292843401","9788931022728","04800","조지 오웰 지음, 김승욱 옮김","문예출판사","20220420","11,500","10,350","570점","1770","소설/시/희곡"
"202","고전","햄릿 (무선)","74920854","9788954640312","04840","윌리엄 셰익스피어 지음, 이경식 옮김","문학동네","20160423","11,000","9,900","550점","1707","소설/시/희곡"
"203","고전","피터 래빗 전집","143116586","9788937436987","03840","베아트릭스 포터 지음, 황소연 옮김","민음사","20180501","30,000","27,000","1,500점","1521","소설/시/희곡"
"204","고전","크리스마스 캐럴","106825074","9788901215754","04800","찰스 디킨스 지음, 이은정 옮김, 마이클 슬레이터 서문","펭귄클래식코리아","20170405","7,700","6,930","380점","1459","소설/시/희곡"
"205","고전","초판본 노인과 바다 (양장)","347979292","9791164459551","03840","어니스트 헤밍웨이 지음, 이수정 옮김","더스토리","20240920","12,000","10,800","600점","1435","소설/시/희곡"
"206","고전","하루 한 장 삶에 새기는 논어","345526780","9791189347246","03140","이지연.심범섭 지음","보아스","20240920","18,000","16,200","900점","1305","인문학"
"207","고전","아소무아르 1","339282305","9788937464416","04800","에밀 졸라 지음, 윤진 옮김","민음사","20240429","15,000","13,500","750점","1301","소설/시/희곡"
"208","고전","인생 내공 고전 수업","350401890","9791172100766","03140","데라시 다카노리 지음, 오정화 옮김","동양북스(동양문고)","20241101","19,800","17,820","990점","1205","인문학"
"209","고전","캐치-22 2","283742519","9788937461873","04800","조지프 헬러 지음, 안정효 옮김","민음사","20211119","15,000","13,500","750점","950","소설/시/희곡"
"210","고전","멋진 신세계","351988671","9788931024029","04800","올더스 헉슬리 지음, 이덕형 옮김","문예출판사","20241115","12,000","10,800","600점","440","소설/시/희곡"
"211","고전","경제학 - 철학 수고","352654065","9791157833610","93100","카를 마르크스 지음, 김태희 옮김","필로소픽","20241220","19,000","18,050","570점","330","인문학"
"212","고전","백년 동안의 고독","58631","9788970126937","03840","가브리엘 가르시아 마르케스 지음, 안정효 옮김, 김욱동 해설","문학사상사","20050728","12,800","11,520","640점","17865","소설/시/희곡"
"213","고전","프랑켄슈타인 (무선)","17421649","9788954618373","04840","메리 셸리 지음, 김선형 옮김","문학동네","20120618","11,000","9,900","550점","12929","소설/시/희곡"
"214","고전","도덕경","38550","9788932308470","03150","노자 지음, 오강남 풀어 엮음","현암사","19951201","15,000","13,500","750점","11694","인문학"
"215","고전","홍길동전 : 춤추는 소매 바람을 따라 휘날리니","16068367","9788996851516","44810","류수열 지음, 이승민 그림","나라말","20120315","11,000","9,900","550점","11170","청소년"
"216","고전","끝과 시작","937097","9788932029115","04890","비스와바 쉼보르스카 지음, 최성은 옮김","문학과지성사","20161011","22,000","19,800","1,100점","9757","소설/시/희곡"
"217","고전","멋진 신세계","138211835","9788931010831","03840","올더스 헉슬리 지음, 이덕형 옮김","문예출판사","20180320","13,000","11,700","650점","9680","소설/시/희곡"
"218","고전","파브르 식물기","323859667","9791170870432","03480","장 앙리 파브르 지음, 조은영 옮김","휴머니스트","20230925","25,000","22,500","1,250점","9668","과학"
