순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
"427","인문학","프로이트의 의자","316296278","9791191521269","03180","정도언 지음","지와인","20230530","16,800","15,120","840점","2897","인문학"
"428","인문학","가장 다정한 전염","348011481","9791193528303","03190","크리스 앤더슨 지음, 박미경 옮김","부키","20241002","19,800","17,820","990점","2845","인문학"
"429","인문학","오픈 포커스 브레인","331218641","9791192604190","03180","레스 페미.짐 로빈스 지음, 이재석 옮김","샨티","20240315","17,000","15,300","850점","2782","자기계발"
"430","인문학","강렬한 울림을 주는 이야기 주제 잡는 법","345267778","9791192706269","03800","K.M. 웨일랜드 지음, 박상미 옮김","아날로그(글담)","20240820","20,000","18,000","1,000점","2585","인문학"
"431","인문학","미셸 푸코","344584100","9788972918523","04160","하코다 데쓰 지음, 전경아 옮김","까치","20240905","15,000","13,500","750점","2460","인문학"
"432","인문학","감정을 이해하는 그림책 큐레이션","342732830","9791194126027","03180","그림책심리성장연구소 지음","사우","20240717","22,000","19,800","1,100점","2399","인문학"
"433","인문학","막막한 독서","351822487","9791198679048","03800","시로군 지음","북루덴스","20241129","19,800","17,820","990점","2250","인문학"
"434","인문학","두뇌보완계획 100","342921599","9791196389598","03170","김명석 지음","학아재","20240710","30,000","30,000","1,500점","2208","인문학"
"435","인문학","비미학","6261830","9788961471299","93100","알랭 바디우 지음, 장태순 옮김","이학사","20100130","17,000","15,300","850점","2067","인문학"
"436","인문학","청소년을 위한 후다닥 서평 쓰는 법","350902337","9788920051920","43800","김나정 지음","지식의날개(방송대출판문화원)","20241030","15,000","13,500","750점","2010","청소년"
"437","인문학","유쾌한 불교","347055923","9791192128566","03220","오사와 마사치.하시즈메 다이사부로 지음, 김보라 외 옮김","북드라망","20240925","20,000","18,000","1,000점","1970","종교/역학"
"438","인문학","두뇌보완계획 200","338191813","9791196389574","03100","김명석 지음","학아재","20240414","28,000","28,000","1,400점","1924","인문학"
"439","인문학","착한 대화 콤플렉스","350683785","9791198474186","03800","유승민 지음","투래빗","20241101","18,000","16,200","900점","1850","인문학"
"440","인문학","마이클 샌델과의 대화","340351890","9791193752029","03330","마이클 샌델.김선욱 지음","넷마루","20240529","19,800","17,820","990점","1712","인문학"
"441","인문학","대성당들이 희었을 때","350558272","9788972971450","03600","르 코르뷔지에 지음, 이관석 옮김","동녘","20241030","22,000","19,800","1,100점","1605","예술/대중문화"
"442","인문학","매슬로의 동기이론","141108312","9791188314065","93180","에이브러햄 매슬로 지음, 소슬기 옮김","유엑스리뷰","20180410","18,000","16,200","900점","1542","인문학"
"443","인문학","박물관은 조용하지 않다","350595519","9791189352837","03300","이연화 지음","위너스북","20241031","17,500","15,750","870점","1490","인문학"
"444","인문학","무엇이 삶을 부유하게 만드는가","349237818","9791171712885","03800","석영중 지음","위즈덤하우스","20241008","19,800","17,820","990점","1395","인문학"
"445","인문학","미네소타주립대학 서양철학 강의","348976244","9791172610852","03160","홍창성 지음","불광출판사","20241011","18,000","16,200","900점","1380","인문학"
"446","인문학","쓸모를 증명하지 않는 삶에 관하여","349835913","9791130648712","03100","스벤 브링크만 지음, 강경이 옮김","다산초당","20241017","17,000","15,300","850점","1315","인문학"
"447","인문학","스토리텔링","350630702","9791170872535","03800","최시한 지음","휴머니스트","20241025","33,000","29,700","1,650점","1275","소설/시/희곡"
"448","인문학","21세기의 매체철학","349171347","9788976828828","93100","심혜련 지음","그린비","20241004","25,000","23,750","750점","1225","인문학"
"449","인문학","때로는 개가 사람보다 낫다","351452021","9791192836942","03810","이종묵 엮음","돌베개","20241028","18,500","16,650","920점","1200","인문학"
"450","인문학","위험한 철학책","349940101","9791166892967","03100","최훈 지음","바다출판사","20241025","16,800","15,120","840점","1195","인문학"
"451","인문학","지금 이 순간만 살 수 있다면","349458404","9791192999609","03190","류 시노하라 지음, 추미란 옮김","빌리버튼","20241025","17,000","15,300","850점","1020","인문학"
"452","인문학","온전히 몰입하는 시간","349771771","9791190888363","13190","김영아 지음","마음책방","20241101","22,000","19,800","1,100점","875","인문학"
"453","인문학","이윤기의 그리스 로마 신화 2","350924843","9788901289885","04210","이윤기 지음","웅진지식하우스","20241030","17,000","15,300","850점","860","인문학"
"454","인문학","이윤기의 그리스 로마 신화 3","350925139","9788901289892","04210","이윤기 지음","웅진지식하우스","20241030","17,000","15,300","850점","760","인문학"
"455","인문학","스토리텔링 작법의 비밀","351721625","9788998417581","13300","김윤정 외 지음","나무자전거","20241115","20,000","18,000","1,000점","690","예술/대중문화"
"456","인문학","잠 못 드는 오십, 프로이트를 만나다","352715613","9791141608194","03180","임상수.강은호 지음","문학동네","20241122","19,000","17,100","950점","550","인문학"
"457","인문학","명대사와 명장면으로 보는 삼국지","352231223","9788925574356","03910","스미타 무쿠 지음, 양지영 옮김, 와타나베 요시히로 감수","알에이치코리아(RHK)","20241115","16,800","15,120","840점","550","역사"
"458","인문학","ADHD·자폐인이 보는 세계","351641144","9791187113713","03180","이와세 도시오 지음, 왕언경 옮김","이아소","20241107","18,000","16,200","900점","550","좋은부모"
"459","인문학","아우구스티누스","352673835","9791193710777","03160","헨리 채드윅 지음, 전경훈 옮김","교유서가","20241205","15,500","13,950","460점","450","인문학"
"460","인문학","당신이 옳다","169387318","9788965746669","03180","정혜신 지음","해냄","20181010","17,500","15,750","870점","47841","인문학"
"461","인문학","모든 삶은 흐른다","313814762","9791190299770","03100","로랑스 드빌레르 지음, 이주영 옮김","FIKA(피카)","20230403","16,800","15,120","840점","34326","인문학"
