순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
"244","수험서/자격증","백강 고시체 교수.학습","1019891","","","이태희 지음","백강문자연구원","20080909","23,000","23,000","0점","12496","수험서/자격증"
"245","수험서/자격증","2024 해커스 전산세무 2급 이론+실무+최신기출 12회분","338535141","9791169999847","13320","이남호 지음","해커스금융","20240502","32,000","28,800","320점","8601","수험서/자격증"
"246","수험서/자격증","2024 해커스 투자자산운용사 최종핵심정리문제집 (이론정리+문제풀이 무료 인강 제공)","336552358","9791169999717","13320","백영 외 지음","해커스금융","20240401","34,900","31,410","1,740점","6892","수험서/자격증"
"247","수험서/자격증","해커스 TESAT(테셋) 2주 완성 이론 + 적중문제 + 모의고사","285329461","9791166628177","13320","서호성 지음","해커스금융","20220103","24,900","22,410","1,240점","5939","수험서/자격증"
"248","수험서/자격증","2024 일주일에 끝내는 CS리더스관리사(CS Leaders) 개념서 (독학정석교재)","329539509","9791191051131","","변미영 지음","CS자격연구소","20240103","23,000","20,700","1,150점","5325","수험서/자격증"
"249","수험서/자격증","2025 김중규 ALL바른 선행정학 - 전3권","341170535","9791192405490","","김중규 지음","카스파(주)","20240618","49,000","44,100","2,450점","4962","수험서/자격증"
"250","수험서/자격증","2025 강해준 경찰학 필기노트","345493428","9791193523162","13350","강해준 지음","새시대","20240902","25,000","22,500","250점","4920","수험서/자격증"
"251","수험서/자격증","2025 조태정 영어 기심론 독해","343305957","9791167227133","13740","조태정 지음","메가스터디교육(공무원)","20240726","16,000","14,400","160점","4841","수험서/자격증"
"252","수험서/자격증","경찰 헌법도약 기출문제집 - 전2권","338937524","9791166187513","13360","이국령 지음","윌비스(미래와사람 한림법학원)","20240507","36,000","32,400","1,800점","4262","수험서/자격증"
"253","수험서/자격증","2024 시대에듀 투자자산운용사 한권으로 끝내기 ver 13","337317099","9791138370332","13320","유창호 지음","시대에듀","20240405","38,000","34,200","1,900점","4029","수험서/자격증"
"254","수험서/자격증","2025 에듀윌 산업안전기사 필기 한권끝장 [이론편 + 기출문제편]","343613697","9791136033420","","최창률 지음","에듀윌","20240725","39,000","35,100","1,950점","3398","수험서/자격증"
"255","수험서/자격증","2025 김민철 경찰학 기출 1000제","350479233","9791167734884","13350","김민철 지음","미래가치","20241025","32,000","28,800","1,600점","3270","수험서/자격증"
"256","수험서/자격증","2025 천기누설 미니북 1~2 세트 - 전2권","348148842","9791193884393","94510","퍼시픽북스 학술편찬국 지음","퍼시픽북스","20240915","40,000","40,000","1,200점","2750","수험서/자격증"
"257","수험서/자격증","2025 IFRS 객관식 재무회계 - 전2권","345822784","9791156265221","94320","김기동 지음","샘앤북스","20240902","40,000","40,000","2,000점","2425","수험서/자격증"
"258","수험서/자격증","2025 장정훈X이준호 경찰학 핵심지문 OX","351100650","9791198897275","13350","장정훈.이준호 지음","느루(미래인재컴퍼니)","20241111","38,000","34,200","380점","2290","수험서/자격증"
"259","수험서/자격증","2025 에센스 사회보험법","342483217","9788965662693","93360","전시춘 지음","청출어람","20240710","32,000","28,800","320점","2231","수험서/자격증"
"260","수험서/자격증","해커스경찰 킹재규 경찰학 PLUS+ 1000제 (경찰공무원)","350658593","9791172444099","13350","김재규 지음","해커스경찰","20241101","42,000","37,800","2,100점","2200","수험서/자격증"
"261","수험서/자격증","2025 에듀윌 공인중개사 1차 기초입문서","347096211","9791136033956","14320","이영방.심정욱 지음","에듀윌","20241004","22,000","19,800","1,100점","2065","수험서/자격증"
"262","수험서/자격증","7일만에 끝내는 간호사 국가고시 2065제 최종모의고사 - 전2권","349230492","9791155865651","13510","양진이.한은경.최현주 지음","에듀피디","20241007","29,500","26,550","1,470점","1880","수험서/자격증"
"263","수험서/자격증","2025 完打 FORTUNE 김춘환 민사소송법의 종결","352249722","9791165235581","13360","김춘환 지음","에이씨엘커뮤니케이션","20241115","52,000","46,800","2,600점","1500","수험서/자격증"
"264","수험서/자격증","객관식 다이어트 경제학 : 거시편","352376739","9791186849415","13320","김판기 지음","서율","20241118","35,000","35,000","1,050점","1110","수험서/자격증"
"265","수험서/자격증","2025 나합격 수질환경기사 필기+무료특강+FINAL 필기시험 문제지","348268035","9791193858219","13500","김현우 지음","삼원북스(수험서)","20250105","43,000","38,700","2,150점","1075","수험서/자격증"
"266","수험서/자격증","2025 속전속결 경찰승진 실무종합 봉투모의고사 10회 (무료동영상:윌비스경찰)","349371620","9788952649034","13360","경찰승진연구소 지음","서울고시각","20241010","18,000","16,200","900점","1000","수험서/자격증"
"267","수험서/자격증","2025 이진형 소방학개론 한권으로 끝내는 기출완성","352710595","9791192152202","13350","이진형 지음","참다움","20241202","28,000","25,200","1,400점","880","수험서/자격증"
"268","수험서/자격증","2024년도 시행 1년간 최신기출문제 형법","352548935","9791193851395","13360","신호진 지음","렉스스터디","20241120","26,000","24,700","1,300점","750","수험서/자격증"
"269","수험서/자격증","2025 나합격 전기산업기사 필기+무료특강+FINAL 필기시험 문제지","352763264","9791193858318","13500","임규명 지음","삼원북스(수험서)","20250105","40,000","36,000","2,000점","720","수험서/자격증"
"270","수험서/자격증","EBS 한국사 능력 검정시험 심화","233315927","9788954752480","13910","EBS(한국교육방송공사) 편집부 지음","한국교육방송공사(기타)","20200220","19,000","18,050","570점","8003","수험서/자격증"
"271","수험서/자격증","2025 에듀윌 사회복지사 1급 통합이론서","338045332","9791136032331","13330","손용근 외 지음","에듀윌","20240419","40,000","36,000","2,000점","6115","수험서/자격증"
"272","수험서/자격증","국가공인 한자 자격시험 5급","507545","9788995542330","13710","국제 어문능력 개발원 지음","형민사","20040327","13,000","11,700","650점","6012","수험서/자격증"
"273","수험서/자격증","2025 해커스공무원 이중석 맵핑 한국사 올인원 블랭크노트 (9급 공무원)","341966015","9791172441852","13910","이중석 지음","해커스공무원","20240701","19,000","18,050","190점","5611","수험서/자격증"
"274","수험서/자격증","대한검정회 한자 준4급","285958431","9788988976746","13710","이권재 지음","한출판","20211231","12,000","10,800","600점","4766","수험서/자격증"
"275","수험서/자격증","2025 이유진 국어 독해 알고리즘 스키마","339962807","9791167226679","13710","이유진 지음","메가스터디교육(공무원)","20240530","17,000","15,300","170점","4097","수험서/자격증"
"276","수험서/자격증","2025 인스TV 손해사정사 핵심 자동차보험 이론과 실무","346351722","9788966313341","13320","박세원 지음","고시아카데미(한국금융보험방송)","20240910","29,000","26,100","1,450점","3945","수험서/자격증"
"277","수험서/자격증","2025 신광은 형사소송법 기출총정리 2 : 공소제기·공판","342479457","9791198750488","13350","신광은 지음","느루(미래인재컴퍼니)","20240712","30,000","28,500","1,500점","3881","수험서/자격증"
"278","수험서/자격증","2025 민준호 독학 행정법 기출문제집 - 전2권","346369189","9791190680684","14360","민준호 지음","호인북스","20240913","46,000","41,400","460점","3750","수험서/자격증"
"279","수험서/자격증","2024 고시넷 공기업 사무직 통합전공 핵심이론 + 문제풀이 (경영학/경제학/행정학/법학)","335643544","9791156468189","13320","고시넷 NCS 연구소 지음","고시넷","20240320","30,000","27,000","1,500점","2885","수험서/자격증"
"280","수험서/자격증","2025 조태정 영어 신유형독해 140제","350881348","9791167228376","13740","조태정 지음","메가스터디교육(공무원)","20241105","12,000","10,800","120점","2360","수험서/자격증"
"281","수험서/자격증","2025 김진원 Oikos 사회복지사 1급 합격생 핵심이론노트","340033200","9791192648187","13330","김진원 지음","오이코스북스","20240524","34,000","32,300","1,020점","2235","수험서/자격증"
"282","수험서/자격증","2025 박문각 공무원 박혜선 국어 적중용 콤단문 문법(콤팩트한 단원별 문제풀이)","346490879","9791172622251","13710","박혜선 지음","박문각","20240925","18,000","16,200","900점","2045","수험서/자격증"
"283","수험서/자격증","2025 나합격 전산응용건축제도기능사 필기 + 무료특강","345398684","9791193858141","13500","김수진 지음","삼원북스(수험서)","20250105","28,000","25,200","1,400점","1970","수험서/자격증"
"284","수험서/자격증","2025 경찰승진 김중근 형법 60일 예상적중문제선","350641605","9791165235567","13360","김중근.박병호 지음","에이씨엘커뮤니케이션","20241101","24,000","21,600","1,200점","1965","수험서/자격증"
"285","수험서/자격증","2025 WIN 노동법","347653829","9791193949627","93360","손승주 지음","법학사","20240920","48,000","45,600","2,400점","1935","수험서/자격증"
"286","수험서/자격증","2025 단계별기출 핵심지문 OX 박철한 경찰헌법 Season 3","348790793","9788963369471","13350","박철한 지음","법률저널","20241015","35,000","35,000","1,750점","1905","수험서/자격증"
"287","수험서/자격증","2025 경찰승진 김중근 형사소송법 60일 예상적중문제선","350642547","9791165235574","13360","김중근.박병호 지음","에이씨엘커뮤니케이션","20241101","22,000","19,800","1,100점","1865","수험서/자격증"
"288","수험서/자격증","2025 최신판 20년간 전기기사 필기 (기출문제집+동영상강의)","346354619","9788938116628","13560","검정연구회 지음","동일출판사","20241015","33,000","29,700","1,650점","1760","수험서/자격증"
"289","수험서/자격증","2025 해커스공무원 영어 고득점 문법 777제(9급 공무원)","351024662","9791172443818","13740","해커스 공무원시험연구소 지음","해커스공무원","20241105","26,000","24,700","260점","1740","수험서/자격증"
"290","수험서/자격증","2025 시대에듀 위험물기능장 필기 한권으로 끝내기","346370602","9791138376327","13570","이덕수 지음","시대에듀(시대고시기획)","20250110","41,000","36,900","2,050점","1700","수험서/자격증"
