Keyword,Score
완역,85.91354037168966
그때,85.86198550722281
영향,85.84613587589892
보통,85.71145764687807
몇번,85.70052939332739
겨울,85.36884451670578
차이,85.33371240001898
간만,85.32505974546399
수업,85.05983592541789
풀이,84.75401435190163
스타일,84.68466693909882
개그,84.49195785064039
미미,84.46183451502569
서사,83.76430726395938
감상,83.71082458300474
퀄리티,83.68604093957813
용이,83.37199905155273
목차,83.20636351523038
연구,83.15272513088561
아버지,83.13714262598243
웹툰,82.82300348034673
북펀딩,82.70535419916457
타인,82.67412230287925
자본주의,82.63281503162422
완료,82.57241741801157
미술,82.14306608581798
적극,82.03112848429224
간다,81.89942001760103
대통령,81.86721424226266
목소리,81.64616182759694
건가,81.47635923225425
성장,81.45486574863445
펀드,81.45007833936303
비밀,81.4191475278563
만난,81.05654263576733
학년,80.76321298269988
책보,80.72822377087975
추가,80.72070527719366
깨달음,80.64809167606259
누가,80.51861377739397
열정,80.46032197744982
경우,80.31923761563013
형식,80.2901662301009
정의,79.89446296749986
도안,79.76454045224155
대부분,79.40538477035274
당시,79.37509589209951
일반,79.35882331005311
달달,79.2852230886873
편지,78.95310942031306
대사,78.92850665354005
제본,78.89295740662861
지침,78.87540582795664
보시,78.69844882214797
오타,78.64774720516918
결정,78.61634989713613
달리,78.58088595508197
드네,78.53802640185525
목표,78.5302394391474
삽화,78.13136751235471
의문,78.00337305026267
축하,77.73959845710715
다시금,77.57049099337216
옛날,77.55680147361966
장점,77.49993185542944
십이국기,77.45172326412599
무언가,77.43115002770462
책임,77.41633392158427
부록,77.35810297670228
중이,77.35452318406236
편도,77.17978857174899
대표,77.10706571852444
강력,77.03797613113292
노래,76.94629089210939
인쇄,76.91437527968571
시도,76.8029712033861
면서,76.76834014644774
여주,76.74607325882128
도시,76.71642926431038
굳이,76.65326413802104
지적,76.57007399519523
아무,76.37730864136212
만남,76.19322257054107
감각,76.18779933795292
매번,76.11704762788959
컬러,75.91835778567533
이미지,75.77899180655835
금방,75.61018011723657
어제,75.5961918162265
성찰,75.59071217649878
말로,75.49032060600447
하니,75.48031959265263
기쁨,75.2794022153304
세트,75.12537168934533
검색,75.05188997646896
어쩌면,74.82831275975805
분명,74.73467594890005
역자,74.5725808598665
달라,74.30228737201847
지난,74.17585751398961
판이,74.10277978808236
노트,74.03355650119124
보람,74.0151985212955
영역,73.96213446549797
부모,73.8784350614511
발전,73.83609603211127
사상,73.82182340881971
어머니,73.80711517038613
인기,73.57340825007688
공간,73.5389271230717
대한민국,73.42515498757544
쓰기,73.29758045927464
민화,73.23178754573692
불구,73.20096464072586
긴장감,73.09522673476808
영혼,72.94286405872693
만하,72.82118200060192
이면,72.59365964970706
반성,72.53702527323331
만화책,72.53272499625994
어찌,72.35242512220736
미리,72.3365922514346
필수,72.30648400657445
우선,72.28107003217562
다운,72.14326413370614
어려움,72.10820490895954
사은,71.55212722841924
성공,71.48261698751554
환경,71.46673405711145
하나님,71.3229789135536
건강,71.25261786421626
시점,71.23534849128116
아픔,71.14288717399135
신청,71.01401237691988
실력,70.94533455676584
중반,70.84551685775463
인문학,70.76598746370198
한강,70.59804976875742
코드,70.41912994843649
본격,70.3796858588186
예시,70.34244459832942
환상,70.29043028341678
평이,70.14398739483481
비판,70.04550855025643
액션,69.96131178422849
구절,69.9424502926988
중학생,69.91695168344988
체계,69.86890801479812
이유식,69.84994519603497
두번째,69.82197430325398
지구,69.75774772028902
바다,69.61301148745386
보이,69.23198595746061
대신,69.21627308198207
포함,69.00730301663984
심장,68.98771874892294
페미니즘,68.9708780418313
한참,68.70245897651013
실전,68.67129429224688
편견,68.65348308942514
순식간,68.4542131435227
진리,68.45198277723249
여사,68.3410086832832
구조,68.29384588893627
광고,68.22628099895172
서도,68.16001764961015
소년,67.98024059577986
커플,67.8541215910132
인정,67.84671707682645
다이어트,67.69294825690251
제공,67.54444943265368
로맨스,67.16613707693932
밑줄,67.14713405099242
문구,67.12750413884804
무게,66.74502350489514
효과,66.69748040109582
기원,66.44141447668643
의사,66.38358739800873
구판,66.37137589674721
처럼,66.37005772223992
화가,66.10980708970649
운동,66.04258401517109
애니메이션,65.9774825863121
박스,65.93698038625958
성격,65.91479243993962
발매,65.79567872034345
걸작,65.70139144293984
설득,65.64498758897143
최고다,65.51775258828863
미소,65.40828635771328
고독,65.36092484427473
믿음,65.35568587947216
단연,65.35012953567391
어린이,65.15231798982182
아침,65.04575431798567
한계,65.01789456140146
결론,64.88523244877594
신화,64.8753006466196
블로그,64.86807072170579
실용,64.81376582047723
교육,64.78171383416164
응용,64.72184758513096
로만,64.5509656062257
대비,64.54439549137639
관리,64.45374492456828
한글,64.42404649865068
다가,64.38434736906183
사이즈,64.3380911907077
박사,64.26453426008968
문법,64.22399483060515
주장,64.11913039701352
속도,64.09811252426431
바이블,63.97995863239637
용어,63.92089786341968
동물,63.908503260016566
언급,63.86413159616617
토익,63.69424710921467
계획,63.68535068097723
연재,63.547450059395494
단계,63.50547044559787
인식,63.391667335015796
연결,63.35443060525353
할머니,63.30318422841337
양장,63.23547169159974
종류,63.2254216603492
도대체,63.100203138002385
스트레스,63.03195305678024
일지,62.96815243535633
회사,62.96278104202939
본질,62.91557239839393
의지,62.86787629252087
유투브,62.78466049041304
단행본,62.74765882409289
이벤트,62.68361161874812
산문,62.65125902603076
스티븐,62.62836817118265
무라카미,62.55522837575644
진정,62.19596616982369
메시지,62.182944982863454
치유,62.160293075227
결혼,62.05524202105605
마인드,62.04412646808078
교훈,61.89736927482795
갑자기,61.84448445125859
위안,61.744308852562064
머릿속,61.69535449714532
년대,61.59724591156577
여정,61.58873485856705
동생,61.434959425917455
한국어,61.40161988589453
정성,61.364217411671376
의도,61.30119029946022
보아,61.23895615188492
성인,61.07804222444516
게다가,60.95582085296366
스릴러,60.93864888391265
역할,60.908090477071454
요약,60.884229430003124
나니,60.74304945639555
공포,60.740664108869716
사기,60.70202444808814
장편,60.60309721070974
상식,60.59506566111517
노하우,60.52151490143926
산다,60.49235117361536
보라,60.4621043144221
냄새,60.44537070972851
바탕,60.38583581378946
여유,60.381896448843726
기획,60.31754498590237
책값,60.30062633510841
몰입도,60.21662310305163
요소,60.19353635251026
조언,59.917122231686676
잠시,59.785413911418075
자의,59.573162704379904
소녀,59.513199818030934
기자,59.04711250350515
이용,59.00714442895014
중요성,58.87596598148017
민음사,58.86318311228915
재미나,58.538384803494324
한자,58.485490006197004
용도,58.38357935871292
배려,58.35630121405299
세월,58.0870862239197
분철,58.06048597869675
주석,58.0505350128649
마주,57.962753848575574
전공자,57.925835089489496
신형철,57.77648353423305
의심,57.69875476164594
기준,57.6699844556799
신뢰,57.652553066589746
조선,57.58449342838628
사의,57.121657470287985
위주,57.043901039398456
한마디,57.022036296551796
감명,56.9595219889854
아이디어,56.89548325157248
새삼,56.70534511260352
뉴스,56.68729677878879
그림책,56.6773780290813
연필,56.56962140707338
판매,56.52790808338544
대체,56.47212097792897
소름,56.439869547769
인터뷰,56.360619244875195
유럽,56.340467029624
목적,56.2285199761734
카드,56.17439116137083
잘못,56.10064852821545
번역가,56.07650057502867
대상,55.977462281695104
등등,55.87287317319979
가르침,55.86767123343709
일독,55.85097795050436
판형,55.75261778084502
교환,55.66891458171646
텍스트,55.3918495428349
자마자,55.337979058083796
커서,55.09953121257746
음미,55.00260179997281
자신감,54.99132117071846
풍경,54.94769605167888
욕망,54.87302916031695
살인,54.720753226171105
종종,54.683997216429155
탄생,54.677023035269244
편의,54.52273623546901
아기,54.45750535798365
대감,54.394009481671134
년전,54.38240347741136
유정,54.28570702957674
범인,54.26770774689506
혹시,54.09638741003858
연출,54.07846341162094
스티커,53.834331497227296
남편,53.76743039385564
대충,53.69255241644072
로마,53.51231211623892
나머지,53.45902731742938
국가,53.38879469618303
비극,53.362390259979634
프랑스,52.716639092574006
소설가,52.28925563764874
하라,52.22332436394356
영감,52.2228310671846
개성,52.136125692472135
남아,52.12149614314628
파트,52.05417413405743
단점,51.967192503049276
정작,51.958649985420216
일기,51.908081135092274
생명,51.837225597784965
쏙쏙,51.73820824206772
작업,51.587958571230665
세대,51.549991053526455
대학,51.54498881171767
가을,51.492462459634226
차별,51.49137037339721
일본어,51.48550746925439
본문,51.43765053997381
부정,51.437458067091576
게임,51.398077823134464
그린,51.35207516421527
작년,51.345545174679174
스토,50.912085727726435
나무,50.81414260974662
보이지,50.77058189912231
유지,50.757663729158295
코로나,50.68880378361631
전문,50.63913374706506
미야자키,50.5225074004345
고대,50.40076578350155
만원,50.31250358512398
로봇,50.31101398768811
대의,50.24351907555227
방송,50.22190317023223
마케팅,50.184575427105834
확신,50.06333449969915
운명,49.89513382043612
권력,49.76792616745176
판본,49.71045433403403
학문,49.70708016595706
인스타,49.592051211268064
아빠,49.579883310050334
오류,49.56245994477164
근거,49.54335499133994
혼란,49.514964225047706
원리,49.49494873922097
발간,49.47348993059303
기독교,49.47332892774707
신앙,49.3967950213656
서평,49.351484121230015
계절,49.244551058480646
전환,49.18566855997014
극복,48.97325276040649
차라리,48.85104661891683
행운,48.620811830566836
참으로,48.613905092165254
최신,48.61358309513279
철학자,48.57605822657041
각자,48.56346399839846
가까이,48.501746357538046
가면,48.47617755760391
원문,48.31015779222742
전문가,48.179068187403345
최악,48.176196225542526
제작,48.14723541122032
포인트,47.8862612499508
자세,47.84160962050991
청년,47.78514171127854
판단,47.66546898230894
막상,47.6649632962474
번역자,47.59516059775899
파악,47.53350902254867
부동산,47.43668906416564
국민,47.39520785880105
패턴,47.09491550691539
불안,46.83248525961469
직업,46.81029213862134
요코,46.804381481424365
나은,46.80362691083038
하나로,46.6646180696703
아래,46.550723750326114
난이도,46.52130126900188
거나,46.394511791960376
카페,46.272839274007026
체험,46.028697532156784
재질,45.96912183206053
불교,45.9632996298723
명상,45.84236624758355
두려움,45.52298084473198
확장,45.455846609250095
진화,45.14056832098806
아마,45.097579642637
거부,44.97949087921983
학자,44.66102322386367
기출,44.34326964075492
유형,44.0734105823774
폭력,44.02764920923653
자존감,43.86681892223563
전공,43.858868777183986
심지어,43.78539779200079
비유,43.5252390791885
찾기,43.33173381921419
로써,43.30785029915283
무료,43.09048440986442
형태,42.88378673886856
객관,42.46599007781364
갈등,42.33553720760646
육아,42.04344373731928
정체,40.46970974556623
해당,39.726971668543314
원인,38.503594917592075
