Keyword,Score
신작,114.97437339634854
음식,114.79844435500156
동시,113.69171728215842
원서,113.54723494424341
인류,113.06648231717436
정치,113.03385742142565
부터,112.9564211429087
제시,112.90565129060117
활용,112.34798964663763
베스트셀러,112.27581912754428
소리,111.80816835013499
게이고,111.66029518799655
한편,111.2739555647098
학생,111.06075846095519
슬픔,110.88766073502357
워낙,110.71497955797255
예상,110.33151691540616
글씨,110.12274391506287
포기,109.84249542868463
긍정,109.59538953907703
두께,109.01026556096798
시기,108.62081286192216
인지,108.42582960092766
계기,108.334496718886
절대,107.96776320615724
자유,107.82695328563857
즐거움,107.768391195285
일이,107.42779924084539
천재,107.21198203327215
자리,107.15679577684205
이기,106.85432360104305
애니,106.57308480268703
스토어,106.37937868858577
예술,106.30353359324091
장용,106.24940845588462
오히려,105.79785594313476
분석,105.7078651263161
평생,105.68425218397479
고통,105.37747671956278
중고,105.33043193858731
감독,104.68902849875282
얼마,104.68774442266408
확인,104.46634411590432
인터넷,104.12973600395668
마무리,104.10461311356426
입장,103.7151747328212
진행,103.33908011441046
자꾸,103.32624518481096
식물,103.1252304629543
얼굴,103.05109360418618
논리,102.85386528535138
종교,102.80760464180449
정독,102.70773576128784
재료,102.63742999092248
사례,102.50545909081956
번역본,102.25343837759023
전부,101.99665879622968
웃음,101.89875522181111
전집,101.8467802783233
진실,101.73188143024227
가득,101.46716255617838
선생,101.44405815090018
추억,101.1791290529452
원래,101.17499283331937
애정,100.91613575119997
지혜,100.87864469104483
스마트,100.69744818462817
세계사,100.19086936184817
크기,100.09035281451276
부자,99.86070830326659
수학,99.82162303099656
자극,99.6488328553525
대하,99.5605180636672
영화로,99.33829250852295
의식,99.18321280533998
여러가지,99.03990519315455
울림,98.96317804628201
장르,98.66040370442377
전달,98.65185220424567
이제야,98.6026509118566
완성,97.83907709943735
합격,97.4540936857374
음악,97.30667993666971
본집,97.12918359687994
성경,97.09637364344557
초판,97.01313981478235
대박,96.38767340701003
결과,96.06925934101943
방향,95.46822693713099
서점,95.11370146489384
호기심,95.07009923395488
적용,95.02201253240017
사유,94.92091558821086
결코,94.80813538063279
좀더,94.52829236100693
평가,94.41913543206037
후기,94.34096669033902
습관,94.16448923683264
특전,93.79440345493185
전반,93.71073235382086
양장본,93.63178877245967
커버,93.29913916300988
후반,93.29401882245752
학습,93.18673301330324
예정,93.03085457995843
등장인물,92.92987591727025
태도,92.87576585554764
세계관,92.7783745480382
사전,92.69756148504872
그게,92.68767144392142
본인,92.32515761112899
바람,92.24802132438676
나중,91.7747825753374
동화,91.75006797244487
경제학,91.69891743363488
대가,91.5305900169549
차근차근,91.22770370448156
내면,91.1968430156619
만날,90.58109157201959
몇번,90.50506383059748
구체,90.39167331386705
당장,90.33341976715138
그때,90.2828348459031
신경,90.16680324651597
중국,90.13952016292829
수리,90.13624169934616
포장,90.120553654495
버전,89.96530821159776
감상,89.79479647548317
필사,89.7893912717763
미스터리,89.74645995423758
세기,89.72700344067798
심리학,89.64938720639127
보통,89.62671735067026
국내,89.43982378985663
상처,89.39255837386844
중심,89.34755592727782
교양,89.22760564010554
거기,89.19485204551614
간만,88.94650305496428
차이,88.68240896769206
유머,88.54012732429344
수업,88.42566861061543
완역,88.31029744402986
스타일,88.22216489343603
영향,88.19898194361248
적극,88.18632847077366
퀄리티,88.02815286185103
청춘,87.82514061321135
겨울,87.72896463973362
풀이,87.72535683528531
개그,87.40840372661229
서사,87.30827671662227
웹툰,87.19086375871564
완료,87.03863664707477
용이,86.71568174850901
목차,86.71499675576048
강력,86.33449508171825
미미,86.13554060676687
아버지,86.01324926835599
미술,85.86059089932216
만난,85.731503059656
타인,85.72199934064137
북펀딩,85.7217664913056
드네,85.64743944971462
성장,85.4578500148422
연구,85.38028051290414
간다,85.33323643252236
펀드,84.8099540579918
건가,84.6550466646449
자본주의,84.59607956384538
추가,84.47955716907425
목소리,84.44898601510965
책보,84.08886074417099
깨달음,84.06017229112659
경우,84.05709981499724
대통령,83.99537585847261
누가,83.83988640547555
형식,83.79852233614214
비밀,83.729535983253
열정,83.5351598042245
학년,82.91668202514487
대부분,82.84989050170579
당시,82.71038991038965
정의,82.54324984458137
편지,82.49517764109233
일반,82.45001233912797
보시,82.16957286253516
달리,82.04768742959689
옛날,81.94531756407667
도안,81.85170218520257
삽화,81.81661453929625
의문,81.8010284467491
목표,81.65924514567565
무언가,81.63740601996746
오타,81.60354541545075
대사,81.57445346265065
결정,81.10709545614067
다시금,80.88451922827716
달달,80.7490067925189
중이,80.7348300197779
지침,80.47412874929219
책임,80.46162778129265
여주,80.19100140952004
제본,80.18018600644486
도시,80.11702935933612
장점,80.02191898270074
축하,79.89848343949389
컬러,79.82108138885756
인쇄,79.77459741041078
면서,79.73768303681183
굳이,79.71563152573536
십이국기,79.66998312524403
역자,79.56964019354184
노래,79.55991164992089
시도,79.52508416029902
편도,79.41006736046562
부록,79.40132430208297
금방,79.1979828006007
대표,79.13713317194316
성찰,79.02269728343664
아무,79.01917585148743
매번,78.81187296614804
말로,78.72041817047786
지적,78.66209191380774
감각,78.6431948648648
이미지,78.56211047903399
검색,78.47762876748766
하니,78.1483889738922
만남,78.02021876241785
판이,77.75579128180007
어제,77.74770269781499
기쁨,77.72020863487435
어쩌면,77.49873820909441
분명,77.48811695819921
세트,77.31268088416022
어머니,76.92287045286353
영역,76.67298700991822
공간,76.63160818250962
지난,76.43562817797256
노트,76.43012680922419
달라,76.36625561589531
미리,76.2069811173983
부모,76.13399489706846
인기,76.13359931854168
불구,76.12894959409708
민화,76.08759747005621
발전,76.0453736090913
우선,75.93668072624462
긴장감,75.75370218841336
사상,75.63349010727111
반성,75.59743888066353
보람,75.5016591829654
영혼,75.4742878425222
필수,75.4319979091055
어찌,75.36797072883238
이면,75.32304313932767
대한민국,75.32255148722824
만하,75.1377175103119
쓰기,74.94170239646408
만화책,74.86371636750447
어려움,74.83177147777636
다운,74.49706052263541
실력,74.11204215091048
사은,74.03310162407833
건강,73.91465254100966
한강,73.78111372993685
예시,73.74005591273695
환상,73.67079320818777
환경,73.6666646874556
중반,73.64308466354755
시점,73.59474239890005
평이,73.58632211141699
두번째,73.41962378488887
하나님,73.37291263831136
편견,73.27370883137156
신청,73.26936108437235
아픔,73.20455433192329
체계,73.04877606782428
코드,72.93487583454859
비판,72.92900384856217
인문학,72.78063362027588
성공,72.77427759728562
구절,72.67003565873569
중학생,72.56239908201476
보이,72.22295030646707
본격,72.08061629802336
대신,71.97992856513426
포함,71.95942499941344
액션,71.90362985580815
지구,71.54908736376736
실전,71.40246748293049
심장,71.3953126058719
바다,71.30697878397511
한참,71.26296178952549
페미니즘,71.25855648543633
이유식,71.1995063789809
서도,70.893096942298
순식간,70.71512461770453
구조,70.50551653905036
광고,70.36177450994128
소년,70.21381286723205
진리,70.1397150630622
제공,69.9391209110245
인정,69.89496772973222
애니메이션,69.76112218483472
문구,69.62341828202328
구판,69.56139072376713
여사,69.53803046716318
밑줄,69.46140297685604
화가,69.26903042237154
다이어트,69.14843285654887
미소,69.12979787917824
효과,69.12077888809482
처럼,69.0377610042708
로맨스,69.00744794972508
무게,68.92144770589445
의사,68.84152374833253
커플,68.76484687073795
성격,68.49955099353171
한글,68.24155139107279
걸작,68.1873945886126
블로그,67.94109534618184
용어,67.91283974136896
믿음,67.87142185885152
운동,67.86092492509873
기원,67.82690429375296
최고다,67.81502317798653
발매,67.6597917252915
박사,67.55615442931655
설득,67.40771008364761
박스,67.3251636153374
로만,67.26249155036228
어린이,67.24597288546734
단연,67.22587484978246
응용,67.12929119447043
결론,67.1228918475527
교육,67.10105261217454
한계,67.09655792824107
문법,67.05900775285
고독,67.0371926954868
관리,67.00297218398852
사이즈,66.98783417121916
신화,66.87625993950304
대비,66.8266366401447
아침,66.81591793210774
실용,66.78349781464036
토익,66.51354806216553
속도,66.45352471262574
바이블,66.32431817150272
다가,66.26534732391283
언급,66.10244294736701
주장,66.04640875714665
양장,65.94455610379781
종류,65.91162577368732
할머니,65.84309386563673
인식,65.78627137435875
동물,65.76008013478173
스트레스,65.75082466299922
도대체,65.71114379632888
계획,65.62126413620332
연재,65.56808570897574
회사,65.5530559762411
단행본,65.34247440274355
단계,65.29231675837973
유투브,65.28453437442624
본질,65.19302224670915
의지,65.1652932017927
연결,65.11722797986042
치유,65.05189390863444
진정,64.98801794997583
이벤트,64.96626069276589
산문,64.94836784928947
일지,64.8957976773193
갑자기,64.76510463896817
위안,64.60133813243584
머릿속,64.56734884882158
마인드,64.3892938672145
메시지,64.3807547734099
한국어,64.31615143554467
년대,64.29662612564734
무라카미,64.25498951902897
요약,64.22381813296673
스티븐,63.99776624140099
나니,63.82814732958031
정성,63.79200827600741
의도,63.77166013358359
역할,63.68726338029036
교훈,63.59050445664399
결혼,63.50745473187634
보아,63.45928189502702
스릴러,63.437610570230895
동생,63.36426432130852
여정,63.24675834037185
게다가,63.08049914538975
여유,63.06905154746418
냄새,63.05935079993424
성인,62.95508386138037
장편,62.91368342877277
책값,62.86835081870948
공포,62.76213962358399
보라,62.68969207856888
사기,62.67033465329245
몰입도,62.64500445704568
노하우,62.60830551188694
요소,62.46127962038492
산다,62.443982490735856
민음사,62.36162062075182
잠시,62.25751579932139
바탕,62.11830087653283
소녀,61.90952984977417
상식,61.87437454266466
기획,61.820880147416865
조언,61.744618274064806
배려,61.58092027275123
한자,61.56577357813929
중요성,61.54101143189626
전공자,61.507151447578174
기자,61.38418054432146
자의,61.10502444942594
이용,61.04968351713146
의심,60.592307938420674
재미나,60.36003178570641
주석,60.30460644023757
번역가,60.22795791309268
세월,60.22761103159701
기준,60.112936397992044
용도,60.10185087052634
신뢰,59.93210903204884
감명,59.732138581747016
인터뷰,59.6116297544992
마주,59.59248860767542
신형철,59.44491046913407
분철,59.2303205822375
위주,59.197456498967625
조선,59.11718878860135
판매,59.10261661086589
그림책,59.10143111542073
아이디어,59.046825437493474
새삼,58.69661507380011
등등,58.62804754851397
잘못,58.34220599673889
사의,58.31485734056474
뉴스,58.3033867335849
연필,58.27233195682296
목적,58.257019033672535
한마디,58.165389026544126
대상,58.081160054900316
유럽,57.89702452790206
판형,57.87226639248347
소름,57.816249974844816
일독,57.71690261090654
카드,57.6273550864849
대체,57.5556975746316
가르침,57.52719780187478
텍스트,57.40365378171336
자신감,57.347831970062934
년전,57.329032997605836
음미,57.28390246337521
자마자,57.22079249312393
풍경,57.191252439853606
커서,57.13521487204016
탄생,56.75382084455507
살인,56.71378064083125
진도,56.70426537795184
유정,56.66301614802731
편의,56.58381632169739
교환,56.56407729778355
대감,56.43835960017466
연출,56.420474664219405
종종,56.33210823214364
욕망,56.28976157263772
화이팅,56.22415056212235
혹시,56.21088198951367
범인,55.788782504811266
대충,55.77148535795136
아기,55.73054612842227
나머지,55.54461445527231
남편,55.16019675094768
스티커,55.14028137122838
파트,55.1395459329311
비극,55.11574028613384
로마,55.11517770561182
일본어,54.92498569422695
실물,54.759116272451934
소설가,54.67892649675934
개성,54.56863860395932
정작,54.46953953834757
영감,54.304216512822116
쏙쏙,54.30135730219903
남아,54.09852524792368
대학,54.080475076351505
프랑스,54.03924948444518
국가,54.036174913274934
일기,53.68336550331959
그린,53.681618927944434
주위,53.63307435899915
거장,53.473543192900955
하라,53.471526036288395
생명,53.45930636527067
단점,53.38523245928999
작년,53.31270405987604
본문,53.29648593179111
차별,53.205029159300075
작업,53.147573788213094
전문,53.11458188027895
스토,53.02279200049274
세대,53.01161416686462
가을,53.000628298448675
부정,52.98241417783927
게임,52.851318866234074
간직,52.79352356326718
나무,52.78039639857446
보이지,52.59764809815934
확신,52.42417829668264
미야자키,52.32479975888815
유지,52.244797637853694
인스타,52.2242630005504
연애,52.215308884835565
방송,52.19395297510627
판본,52.17106828196247
차라리,52.04677885385692
잠깐,52.035660430647205
로봇,52.01124267039138
마케팅,51.968287312237116
원문,51.935741341088466
코로나,51.87866937269018
대의,51.84021807429583
원리,51.698131574707176
고대,51.620237379171215
혼란,51.598860895404144
발간,51.58830068889662
서평,51.584297742168005
만원,51.57257673386464
최악,51.34713986059421
운명,51.10101323346925
오류,51.096930455169904
기독교,51.08972545586939
번역자,51.057252781514045
학문,51.0522065865397
근거,51.051361786838314
권력,50.95261393520087
아빠,50.904402304946125
전환,50.829197925612355
각자,50.82751165458792
신앙,50.6284788757331
최신,50.62023677408403
가까이,50.512222379763266
계절,50.49652134705864
행운,50.460942224383224
극복,50.2993102109231
참으로,50.21314312568904
실감,50.12581000171009
전문가,49.87357175610258
가면,49.853929178857456
자세,49.7243961521882
포인트,49.59315517924494
솜씨,49.577506633129005
막상,49.490400353043405
철학자,49.483270984818255
제작,49.46883065339973
판단,49.42433823604005
파악,49.31239330701313
원전,49.16356343216502
문자,49.057036165265764
청년,48.894093705538786
일반인,48.81220701823203
나은,48.76107342569442
아래,48.73623146141555
직업,48.51606098123001
패턴,48.49844456438479
부동산,48.4735726306616
하나로,48.43827011067514
국민,48.42251444793515
스프링,48.328996123606984
불안,48.25902931799396
거나,48.23314819480076
요코,48.06191178879834
명상,47.99243546509622
난이도,47.89354932509051
재질,47.79242335469927
체험,47.450610644094276
카페,47.448863226910895
확장,47.319304049925
불교,47.25311488680438
문득,47.16612496266911
두려움,47.15206920146293
아마,46.853924452234374
거부,46.79458031932667
반지,46.56985340696488
학자,46.37381329286915
진화,46.2745200187904
유형,46.16595873638246
서양,46.018888474276245
전공,45.713069103684376
심지어,45.70693401902895
기출,45.652748051389004
마다,45.60068213432225
폭력,45.569586489350755
찾기,45.562245994684254
비유,45.54986281810728
자존감,45.47942036759801
로써,44.94017687576871
무료,44.55642515345072
형태,44.21264241747203
객관,43.98395180783607
갈등,43.7693854836505
육아,42.92419172492297
정체,41.78103733847575
해당,41.551983278723675
맥락,40.979226176648496
원인,39.73939941909602
