구분,상품명,ISBN13,저자,출판사,출간일
잡지,문학동네 119호 - 2024.여름,9771227843206.0,문학동네 편집부 지음,문학동네,20240612
잡지,일년일독 어?성경 Vol.5,9791192715278.0,(사)생터성경사역원 지음,생터성경사역원,20240410
잡지,주부생활 C형 2024.12,9771227000036.0,주부생활 편집부 지음,더북컴퍼니,20241105
잡지,행복한 논술 초등학생용 초급 2024.11,9771976880002.0,이태종NIE논술연구소 편집부 지음,이태종NIE논술연구소,20241101
잡지,"지금, 만화 21호",9788968182570.0,"&lt;지금, 만화&gt; 발간위원회 지음",한국만화영상진흥원,20240110
잡지,문학동네 118호 - 2024.봄,9771227843206.0,문학동네 편집부 지음,문학동네,20240312
잡지,자음과모음 2024.가을,9772005234001.0,자음과모음 편집부 지음,자음과모음,20240901
잡지,어린이 일러스트 매거진 아노락(Anorak) : 공원,9791192143163.0,"아노락 코리아 편집부 지음, 김미선 옮김",아노락코리아,20220328
잡지,미스테리아 36호,9772384289005.0,미스테리아 편집부 지음,엘릭시르,20210730
잡지,월간 개똥이네 놀이터 2024.10,9771739878000.0,보리 편집부 지음,보리,20241001
잡지,창작과 비평 203호 - 2024.봄,9771227093007.0,창작과비평 편집부 지음,창비,20240220
잡지,한편 8호 : 콘텐츠,9788937491535.0,민음사 편집부 엮음,민음사,20220513
잡지,프리즘오브 PRISMOf 28호 : 펄프 픽션,9791198406613.0,프리즘오브 프레스 지음,에프랩,20231127
잡지,샘터 2024.11,,샘터 편집부 지음,샘터사(잡지),20241021
잡지,"지금, 만화 22호",9788968182730.0,"&lt;지금, 만화&gt; 발간위원회 지음",한국만화영상진흥원,20240720
잡지,계간 시청각 6호 2023.겨울,9791187937142.0,김재리 외 지음,시청각,20240615
잡지,한중대조 매일성경 2024.11.12,9772092879000.0,매일성경 편집부 지음,성서유니온선교회(잡지),20241101
잡지,프리즘오브 PRISMOf 18호 : 더 랍스터,9791197488603.0,프리즘오브 프레스 지음,에프랩,20210602
잡지,여행스케치 2024.11,,여행스케치 편집부 지음,하이미디어(월간지),20241011
잡지,릿터 Littor 2022.2.3,9772508333003.0,릿터 편집부 지음,민음사,20220209
잡지,보스토크 VOSTOK 매거진 창간호,9791195950805.0,보스토크 프레스 편집부 엮음,보스토크프레스,20161125
잡지,페이퍼 Paper VOL.269,9772508871000.0,페이퍼 편집부 지음,메이데이그래픽스튜디오(잡지),20240531
잡지,맥스큐 MAXQ B형 [맥스큐헬스] 2024.11,,맥스큐 편집부 지음,(주)맥스큐인터내셔널(잡지),20241017
잡지,일년일독 어?성경 Vol.9,9791192715391.0,(사)생터성경사역원 지음,생터성경사역원,20240814
잡지,릿터 Littor 2021.12~2022.1,9772508333003.0,릿터 편집부 지음,민음사,20211207
잡지,고교독서평설(12개월 정기구독),,,지학사(월간지),19910401
잡지,시크릿 B 3호 - 머슬퀸 백성혜 화보집,9772799363000.0,(주)맥스큐인터내셔널 지음,(주)맥스큐인터내셔널(잡지),20230814
잡지,매거진 F (Magazine F) Vol.17 : 아이스크림 (Ice Cream),9791160361339.0,B Media Company & (주)우아한형제들 지음,B Media Company,20210809
잡지,매경 Economy 2283호 : 2024.11.12,9771599594003.0,매경Economy 편집부 지음,매일경제신문사(잡지),20241104
잡지,크레이지 자이언트 스페셜 에디션 엔젤 박스녀 아인,,크레이지 자이언트 편집부 지음,자이언트코리아(잡지),20231124
잡지,월간 개똥이네 놀이터 2024.8,9771739878000.0,보리 편집부 지음,보리,20240801
잡지,어라운드 Around Vol.93 작업실에서 In Workroom,9791167540331.0,어라운드 편집부 지음,어라운드,20240131
잡지,장애와 테크놀로지,9772586200006.0,김초엽 외 지음,이음,20210601
잡지,리빙라이프 Living Life 2024.11 (영문판),,두란노 편집부 지음,두란노(잡지),20241101
잡지,메이커스 주니어 04 : 자이로 팽이,9791191644074.0,메이커스 주니어 편집팀 지음,동아시아사이언스,20230324
잡지,월간 개똥이네 놀이터 2024.9,9771739878000.0,보리 편집부 지음,보리,20240901
잡지,매거진 F (Magazine F) Vol.22 : 올리브 (Olive),9791197975714.0,B Media Company & (주)우아한형제들 지음,B Media Company,20220902
잡지,릿터 Littor 2022.10.11,9772508333003.0,릿터 편집부 지음,민음사,20221006
잡지,매거진 B (Magazine B) Vol.85 : 아스티에 드 빌라트 (ASTIER DE VILLATTE),9791160361209.0,B Media Company 지음,B Media Company,20201104
잡지,어린이 일러스트 매거진 아노락(Anorak) : 배움,9791193217719.0,아노락 코리아 편집부 지음,아노락코리아,20240909
잡지,디자인 Design 2024.6,9788970414324.0,디자인 편집부 지음,디자인하우스(잡지),20240501
잡지,월간 불광 vol.600 : 불경佛經의 발견,9791172610838.0,불광 편집부 지음,불광(잡지),20240926
잡지,고래가 그랬어 251호,9771739004003.0,고래가그랬어 편집부 지음,고래가그랬어,20241005
잡지,한겨레21 제1536호 : 2024.11.04,9771228401009.0,한겨레21 편집부 지음,한겨레신문사(잡지),20241025
잡지,월간 개똥이네 놀이터 2024.6,9771739878000.0,보리 편집부 지음,보리,20240601
잡지,마니에르 드 부아르 12호 Maniere de voir 2023,9791192618340.0,에블린 피에예 외 지음,르몽드디플로마티크(잡지),20230717
잡지,INDIGO+ing 인디고잉 Vol.84,9771975595006.0,인디고잉 편집부 지음,인디고서원,20240908
잡지,월간 개똥이네 놀이터 2024.7,9771739878000.0,보리 편집부 지음,보리,20240625
잡지,전원속의 내집 2024.11,9771228513009.0,전원속의 내집 출판부 지음,주택문화사(월간지),20241029
잡지,Mellow Dog Volume 8 (멜로우매거진),9791191645323.0,펫앤스토리 편집부 지음,펫앤스토리,20230831
잡지,리빙센스 C형 2024.11,,리빙센스 편집부 지음,서울문화사(잡지),20241021
잡지,더스파이크 2024.11,9772465879002.0,제이앤제이미디어 편집부 지음,제이앤제이미디어,20241021
잡지,Breathe 20호,9772636030003.0,Breathe 편집부 지음,브리드코리아(계간지),20231218
잡지,디펜스 타임즈 Defense Times 2024.11,9771976903008.0,디펜스타임스 편집부 지음,디펜스타임스(잡지),20241030
잡지,일년일독 어?성경 Vol.4,9791192715230.0,(사)생터성경사역원 지음,생터성경사역원,20240222
잡지,미스테리아 42호,9772384289005.0,미스테리아 편집부 지음,엘릭시르,20220729
잡지,월간 미술 2024.11,9771227312009.0,월간미술 편집부 지음,월간미술(잡지),20241029
잡지,필로 FILO No.16,9791190460088.0,필로 편집부 지음,매거진필로,20200911
잡지,생명의 삶(개역개정판.새찬송가) : 1년 정기구독,,,두란노서원,20160101
잡지,"빅이슈 코리아 The Big Issue No.329 : 요리라는 영역, 맛이라는 전개",9772093525005.0,빅이슈코리아 편집부 지음,빅이슈코리아,20241101
잡지,어린이 일러스트 매거진 아노락(Anorak) : 식물,9791193217337.0,"아노락 코리아 편집부 지음, 이희경 옮김",아노락코리아,20231130
잡지,어린이 일러스트 매거진 아노락(Anorak) : 과일과 채소,9791192143903.0,"아노락 코리아 편집부 지음, 이희경 옮김",아노락코리아,20230323
잡지,모터바이크 Motorbike 2024.11,9771228334703.0,모터바이크 편집부 지음,모터바이크(잡지),20241108
잡지,점프볼 Jump Ball 2024.11,9771739266005.0,점프볼 편집부 지음,J&J미디어(월간지),20241029
잡지,플래툰 Platoon 2024.11,9771739585205.0,플래툰 편집부 지음,멀티매니아호비스트(잡지),20241028
잡지,웩미업 wake me up vol.1 : 크리스마스,9791197621178.0,"이아람 외 지음, 웩미업 편집부 엮음",우디앤마마,20231201
잡지,마니에르 드 부아르 14호 Maniere de voir 2024,9791192618470.0,에블린 피에예 외 지음,르몽드디플로마티크(잡지),20240126
잡지,이코노미 인사이트 Economy Insight 2024.11,9772093430002.0,이코노미인사이트 편집부 지음,한겨레신문사(잡지),20241025
잡지,필로 FILO No.12,9791190460040.0,필로 편집부 지음,매거진필로,20191231
잡지,마니에르 드 부아르 10호 Maniere de voir 2023,9791192618159.0,성일권 외 지음,르몽드디플로마티크(잡지),20230130
잡지,"어린이 기도수첩 2024.12 (초등부, 영어판)",9772288503009.0,생명 편집부 지음,생명,20241111
잡지,필로 FILO No.27,9791190460217.0,필로 편집부 지음,매거진필로,20220715
잡지,마니에르 드 부아르 3호 Maniere de voir 2021,9791186596241.0,르몽드 디플로마티크(월간지) 편집부 지음,르몽드디플로마티크(잡지),20210325
잡지,모노그래프 Monograph No.1 최현석,9791195325870.0,스리체어스 편집부 엮음,스리체어스,20150915
잡지,아르떼 arte 2024.8,9788947500951.0,arte 취재편집부 지음,한국경제신문(잡지),20240726
잡지,우먼카인드 womankind Vol.13 : 일의 가치를 알게 될 때,9772586258007.0,우먼카인드 편집부 엮음,바다출판사,20201106
잡지,디지털카메라매거진 DCM 2024.10,9772508454005.0,디카톡 편집부 지음,디카톡,20241001
잡지,미스테리아 40호,9772384289005.0,미스테리아 편집부 지음,엘릭시르,20220331
잡지,필로 FILO No.28,9791190460224.0,필로 편집부 지음,매거진필로,20220915
잡지,슈프림 화보집 2023.9,9772982527004.0,김선광 지음,라이트미디어,20230818
잡지,모터트렌드 Motor Trend 2024.11,9771739813001.0,시퀀스엔 편집부 엮음,시퀀스엔(잡지),20241024
잡지,지큐 GQ Korea + 얼루어 Allure 2024.11 - 전2권,9788900238334.0,두산매거진 편집부 지음,두산매거진,20241018
잡지,바 앤 다이닝 Bar & Dining 2024.11,9771739044009.0,바앤다이닝 편집부 지음,워크컴퍼니,20241101
잡지,월간 오디오 Audio 2024.11,9771227306008.0,월간 오디오 편집부 지음,(주)오디오(잡지),20241101
잡지,문화과학 116호 - 2023.겨울,9771228026004.0,"임태훈 외 지음, 『문화/과학』 편집위원회 엮음",문화과학사,20231212
잡지,매거진 B (Magazine B) Vol.77 : 지샥 (G-SHOCK),9791160360738.0,B Media Company 지음,B Media Company,20190607
잡지,모터바이크 Motorbike 2024.10,,모터바이크 편집부 지음,모터바이크(잡지),20241011
잡지,내셔널지오그래픽 포토아크 (PHOTO ARK) 2025 탁상형 일력 | 달력,,,(주)YBM(와이비엠),20241001
잡지,르몽드 디플로마티크 Le Monde Diplomatique 2024.8,9791192618623.0,브누아 브레빌 외 지음,르몽드디플로마티크(잡지),20240729
잡지,마리끌레르 Marie Claire + 메종 Maison 2024.11 - 전2권,,MCK 편집부 지음,mck(잡지),20241022
잡지,Breathe 9호,9772636030003.0,Breathe 편집부 지음,브리드코리아(계간지),20210130
잡지,한경ESG 2024.11,9772765779002.0,한경 ESG 편집부 지음,한국경제신문사(잡지),20241108
잡지,마니에르 드 부아르 9호 Maniere de voir 2022,9791192618043.0,리크 판타지아 외 지음,르몽드디플로마티크(잡지),20221013
잡지,모터매거진 Motor Magazine 2024.11,9771228451004.0,모터매거진 편집부 지음,월간모터매거진(잡지),20241025
잡지,아트인컬처 Art in Culture 2024.11,9771599137002.0,art 편집부 지음,에이엠아트(잡지),20241101
잡지,엘르 데코 코리아 북 에디션 Elle Decor Korea Book Edition : THE ARCHITECTS,,엘르데코 코리아 편집부 지음,허스트중앙(Hearst-Joongang),20240528
잡지,매거진 G 4호 다시 시작할 수 있을까?,9788934974901.0,안수향 외 지음,김영사,20211130
잡지,마니에르 드 부아르 5호 Maniere de voir 2021,9791186596654.0,브누아 브레빌 외 지음,르몽드디플로마티크(잡지),20210927
잡지,어린이 일러스트 매거진 아노락(Anorak) : 문어,9791193217009.0,"아노락 코리아 편집부 지음, 이희경 옮김",아노락코리아,20230717
잡지,슈프림 화보집 2023.6,9772982527004.0,김선광 지음,라이트미디어,20230516
잡지,시사저널 제1830호 : 2024.11.19,9771228405007.0,시사저널 편집부 지음,시사저널(잡지),20241108
잡지,덴 Den 2024.11,9772005300003.0,덴 편집부 지음,(주)엠서클(잡지),20241024
잡지,민들레 Vol.147,9771739650606.0,격월간 교육전문지 『민들레』 지음,민들레,20230520
잡지,오늘의 교육 2024.7.8월호,9772233673009.0,교육공동체벗 편집부 지음,교육공동체벗,20240701
잡지,고래가 그랬어 243호,9771739004003.0,고래가그랬어 편집부 지음,고래가그랬어,20240205
잡지,문화과학 105호 - 2021.봄,9771228026004.0,문화/과학 편집위원회 지음,문화과학사,20210308
잡지,포브스 코리아 Forbes Korea 2024.11,9771599769005.0,포브스코리아 편집부 지음,중앙일보Forbes(월간지),20241004
잡지,키도 Kido Vol.1 2024,9773058510005.0,키도 편집부 지음,무중력,20241008
잡지,매거진 키 Magazine Key VOL.13,9772765509005.0,조현정 외 지음,㈜문도건축유산보존연구소,20241007
잡지,마니에르 드 부아르 4호 Maniere de voir 2021,9791186596517.0,르몽드 디플로마티크(월간지) 편집부 지음,르몽드디플로마티크(잡지),20210621
잡지,문해력 잡는 스터디매거진 국어킹 VOL.183,9772799932008.0,동아이지에듀 편집부 지음,동아이지에듀(어린이동아),20241004
잡지,매터 매거진 MATTER magazine Vol.02 Wood,9772950894008.0,랩엠제로 지음,랩엠제로,20240127
잡지,항공 Aerospace 2024.11,9771227513000.0,월간항공 편집부 지음,월간항공사(월간지),20241111
잡지,패션비즈 Fashionbiz 2024.11,9772005238009.0,패션비즈 편집부 지음,섬유저널(잡지),20241101
잡지,"월간 불광 vol.590 : 극락으로 가는 배, 반야용선",9791193454138.0,불광 편집부 지음,불광(잡지),20231122
잡지,옵.신 3호,9772234510006.0,탱크탱크 기획.구성,스펙터프레스(SpecterPress),20140515
잡지,보스토크 VOSTOK 매거진 27호,9791170370314.0,보스토크 프레스 편집부 엮음,보스토크프레스,20210518
잡지,불교평론 99,9771976098100.0,불교평론 편집부 지음,만해사상실천선양회,20240901
잡지,I Love Jesus(예수님이 좋아요) Level.2 2024.12 (영문판),9772465867009.0,두란노 편집부 지음,두란노(잡지),20241201
잡지,우먼카인드 womankind Vol.20 : 식물의 목소리를 듣다,9772586258007.0,우먼카인드 편집부 엮음,바다출판사,20220801
잡지,마니에르 드 부아르 7호 Maniere de voir 2022,9791186596968.0,세르주 알리미 외 지음,르몽드디플로마티크(잡지),20220330
잡지,BGM 매거진 3호,9772799553005.0,BGM 매거진 편집부 지음,폴라웍스아트코,20240417
잡지,아웃도어 Outdoor 2024.11,,아웃도어뉴스 편집부 지음,아웃도어글로벌컴퍼니,20241030
잡지,기독교사상 2024.11,9771227350001.0,기독교사상 편집부 지음,대한기독교서회(잡지),20241101
잡지,한국패션위크 Korea Fashion Week Vol.1,9772799775001.0,한국패션위크 편집부 지음,시사경제신문,20241025
잡지,어라운드 Around Vol.84 산책자 A Walker,9791167540058.0,어라운드 편집부 지음,어라운드,20220609
잡지,문해력 잡는 스터디매거진 국어킹 VOL.185,9772799932008.0,동아이지에듀 편집부 지음,동아이지에듀(어린이동아),20241017
잡지,마니에르 드 부아르 8호 Maniere de voir 2022,9791186596494.0,피에르 랭베르 외 지음,르몽드디플로마티크(잡지),20220713
잡지,주간조선 2834호 : 2024.11.24,9771228223007.0,주간조선 편집부 지음,조선뉴스프레스(잡지),20241115
잡지,뚜르드몽드 Tour de Monde 2024.11,9771228062002.0,뚜르드몽드 편집부 지음,제이앤엘커뮤니케이션즈(월간지),20241108
잡지,몽트르 Montres 2024.11,9772671928006.0,몽트르 편집부 지음,미디어퍼페추얼(잡지),20241028
잡지,건축평단 2015.겨울,9772384020004.0,건축비평공동체 건축평단 엮음,정예씨,20151205
잡지,"월간 불광 vol.597 : 해남 땅끝 아름다운 절, 미황사",9791172610128.0,불광 편집부 지음,불광(잡지),20240625
잡지,옵.신 6호 : 보이드,9772234510006.0,김성희 외 지음,스펙터프레스(SpecterPress),20161125
잡지,바둑 2024.11,,바둑 편집부 지음,한국기원(잡지),20241023
잡지,우먼센스 D형 2024.11,,우먼센스 편집부 지음,서울문화사(잡지),20241018
잡지,영화가 있는 문학의 오늘 2023.봄,9772234472007.0,문학의오늘 편집부 지음,솔출판사,20230228
잡지,불교문화 2024.11,9771228996000.0,대한불교진흥원 지음,대한불교진흥원,20241101
잡지,새싹 큐티인 2024.12 (영문판),9772800031003.0,큐티인 편집부 지음,큐티엠(QTM),20241201
잡지,마리끌레르 웨딩 Marie Claire Weddings 2024.F/W,9772288781001.0,마리끌레르 웨딩 편집부 지음,mck(잡지),20240805
잡지,타임 아시아 Time Asia : 2024.11.11,9771064030005.0,아시아 타임스 지음,타임(잡지),20241105
잡지,sena(새벽나라) : 1년 정기구독,,,두란노,20000101
잡지,건축평단 2017.봄,9772384020004.0,건축평단 엮음,건축평단,20170317
잡지,지큐 GQ Korea B형 2024.12 (표지 : 이종원),9771599178012.0,두산매거진 편집부 지음,두산매거진,20241115
잡지,주간동아 No.1465 : 2024.11.21,9771228714000.0,주간동아 편집부 지음,동아일보사(잡지),20241115
잡지,문해력 잡는 스터디매거진 국어킹 VOL.184,9772799932008.0,동아이지에듀 편집부 지음,동아이지에듀(어린이동아),20241010
잡지,기획회의 617호 : 2024.10.05,9771739297702.0,한국출판마케팅연구소 지음,한국출판마케팅연구소,20240930
잡지,입구 매거진 IPKU MAGAZINE 2호,9791197667459.0,IPKU 편집부 지음,IPKU,20240710
잡지,옵.신 9호,9791189356507.0,"고금 외 지음, 김신우 외 옮김",작업실유령,20210326
잡지,월간식당 2024.11,9771228294007.0,월간식당 편집부 지음,한국외식정보(월간지),20241030
잡지,문해력 잡는 스터디매거진 국어킹 VOL.186,9772799932008.0,동아이지에듀 편집부 지음,동아이지에듀(어린이동아),20241024
잡지,챗GPT CHAT 입문 활용 공부 사용법과  인공지능 지피티 영어 배우기 프롬프트 수업 & AI 기초 책 학원강의 특강 도서 교재보다 좋은 USB 강좌 교육,9791160591644.0,,액션미디어,20230901
잡지,월간 문학세계 2024.9,9771227916009.0,월간 문학세계운영위원 지음,천우,20240820
잡지,오토카 코리아 Autocar Korea 2024.11,9772671804003.0,AUTOCAR KOREA 편집부 지음,C2미디어(잡지),20241025
잡지,디지털 인사이트 VOL.275,9772765398005.0,웹스미디어 편집부 지음,웹스미디어,20240927
잡지,한경ESG 2024.10,9772765779002.0,한경 ESG 편집부 지음,한국경제신문사(잡지),20241010
잡지,월간서예 2024.11,9776542564003.0,미술문화원 편집부 지음,미술문화원(잡지),20241107
잡지,마블로켓 Marble Rocket Issue No.12 : 베를린,9791198317032.0,마블로켓 편집부 지음,마블로켓,20241101
잡지,아이러브캐릭터 I Love Character 2024.11,9771599986600.0,아이러브캐릭터 편집부 지음,아에이오우디자인(잡지),20241101
잡지,창비어린이 2022.가을,9771599869002.0,창비어린이 편집부 지음,창비,20220901
잡지,한국의 고고학 Unearth - 2024.62호,9771975626007.0,주류성 편집부 지음,주류성,20240215
잡지,창비어린이 2022.봄,9771599869002.0,창비어린이 편집부 지음,창비,20220301
잡지,건축평단 2015.가을,9772384020004.0,건축비평공동체 건축평단 엮음,정예씨,20150905
잡지,이코노미퀸 Queen 2024.12,9771228443009.0,퀸 편집부 지음,매거진플러스(잡지),20241119
잡지,문화과학 102호 - 2020.여름,9771228026004.0,문화/과학 편집위원회 지음,문화과학사,20200605
잡지,건축평단 2015.여름,9772384020004.0,건축비평공동체 건축평단 엮음,정예씨,20150605
잡지,문학바탕 2024.11,9771739298006.0,문학바탕 편집부 지음,미디어바탕,20241112
잡지,건축평단 2018.가을,9772384020004.0,건축평단 지음,건축평단,20181105
잡지,신앙계 2024.11,9772383953808.0,신앙계 편집부 지음,신앙계(잡지),20241022
잡지,[큰글자도서] Breathe 1호 ,9788998171773.0,Breathe 편집부 지음,브리드코리아(계간지),20200630
잡지,데이즈드 앤 컨퓨즈드 Dazed & Confused Korea F형 2024.12 (표지 : 에이티즈 종호),,렉스트림 편집부 지음,렉스트림(잡지),20241114
잡지,이큐점프 EQ JUMP,9773022785002.0,이큐점프 편집부 지음,이큐점프,20240408
잡지,빛과 소금 2024.11,9771227465002.0,빛과소금 편집부 지음,두란노(잡지),20241101
잡지,아트콜렉티브 소격 5호 : 곰브리치,9788997066681.0,아트콜렉티브 소격 편집부 지음,아트콜렉티브 소격,20210621
잡지,문해력 잡는 스터디매거진 국어킹 VOL.187,9772799932008.0,동아이지에듀 편집부 지음,동아이지에듀(어린이동아),20241031
잡지,웨딩 에이치 WEDDING H 2024.11,,헤라스미디어 편집부 지음,헤라스미디어,20241029
잡지,컴퓨터 월드 2024.11,9771975403509.0,컴퓨터 월드 편집부 지음,(주)ITMG(잡지),20241105
잡지,월간 환경 2024.11,9771599474008.0,환경 편집부 지음,환경(잡지),20241031
잡지,매거진 C (Magazine C) Vol.1 : Standard Chair,9791198807021.0,그란데클립 지음,B Media Company,20241021
잡지,신학지남 2024.가을호,9771226147503.0,신학지남 편집부 지음,신학지남사,20240930
잡지,매거진 F (Magazine F) Vol.25 : 차 (Tea),9791193383025.0,B Media Company & (주)우아한형제들 지음,B Media Company,20231031
잡지,[특별 사은품 증정] 내셔널지오그래픽 키즈 한국판+리틀키즈 영문판 잡지 1년 세트,,,National Geographic(YBM시사),20240901
잡지,케이크 오브제 Issue 1. 식용 원단,9772765425008.0,한국식품공예연구원 출판팀 지음,씨앤디북스,20210401
잡지,건축평단 2016.겨울,9772384020004.0,건축비평공동체 건축평단 엮음,정예씨,20161205
잡지,독립정신 2024.11,9773022315001.0,꼬레아우라(월간지) 편집부 지음,꼬레아우라(잡지),20241101
잡지,머니플러스 Money Plus 2024.11,9771976964405.0,머니플러스 지음,애프앤주식회사(잡지),20241020
잡지,한국의 고고학 Unearth - 2023.58호,9771975626007.0,주류성 편집부 지음,주류성,20230125
잡지,건축평단 2017.여름,9772384020004.0,건축평단 지음,건축평단,20170620
잡지,청색종이 2021,9772799436001.0,청색종이 편집부 지음,청색종이,20210920
잡지,스쿠바 다이버 Scuba Diver 2024.11.12,9771599342604.0,풍등출판사 편집부 지음,풍등출판사(월간지),20241118
잡지,앙네뜨 ENNETTE 매거진 2024.11,9772951151001.0,서로엔터테인먼트 편집부 지음,서로엔터테인먼트,20241028
잡지,한국의 고고학 Unearth - 2022.54호,9771975626007.0,주류성 편집부 지음,주류성,20220127
잡지,건축평단 2017.가을,9772384020004.0,건축평단 지음,건축평단,20170920
잡지,건축평단 2019.여름,9791196677725.0,건축평단 지음,건축평단,20190712
잡지,마리끌레르 패션쇼즈 Marie Claire Fashion Shows 2024 F/W + 마리끌레르 2025 S/S,,마리끌레르 편집부 지음,mck(잡지),20241126
잡지,에세이 2024.12,9771599809008.0,월간에세이 편집부 지음,월간에세이(월간지),20241126
잡지,진로진학의 나침반 36.5도 2024.12,9772288312007.0,36.5도 편집부 지음,36.5커뮤니케이션즈(잡지),20241126
잡지,재즈피플 Jazz People 2024.12,9771975354306.0,재즈피플 편집부 지음,재즈피플(월간지),20241126
잡지,전원주택 라이프 2024.12,9771228571009.0,전원주택라이프 편집부 지음,전우문화사(잡지),20241125
잡지,사람과 산 2024.12,9771228622008.0,사람과산 편집부 지음,사람과산(잡지),20241125
잡지,고시계 考試界 2024.12,9771228333003.0,고시계 편집부 지음,고시계사(잡지),20241125
잡지,미술과 비평 2024 83호,9771739801008.0,미술과비평 편집부 지음,미술과비평,20241031
잡지,골프저널 Golf Journal 2024.11,9771976393007.0,골프저널 편집부 지음,골프저널사,20241029
잡지,건축평단 2016.가을,9772384020004.0,건축비평공동체 건축평단 엮음,정예씨,20160905
잡지,건축평단 2020.가을,9791196677787.0,건축평단 지음,건축평단,20201021
잡지,건축평단 2020.여름,9791196677770.0,건축평단 지음,건축평단,20200706
잡지,건축평단 2017.겨울,9772384020004.0,건축평단 지음,건축평단,20171210
잡지,건축평단 2019.봄,9791196677718.0,건축평단 지음,건축평단,20190415
잡지,월간유아 2024.11,9771227140305.0,월간유아 편집부 지음,EK주식회사(월간지),20241031
